,RK,TEAM,RECORD,PTS,POLL,SEASON,WEEK,TITLE,TEAM_PARSED
25,24,Notre Dame,15-3,123,AP Top 25,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Notre Dame
26,25,Miami,13-3,93,AP Top 25,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Miami
2,1,Duke (20),16-1,755,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Duke
3,2,Kansas (8),16-1,732,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Kansas
4,3,Michigan (1),17-1,712,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Michigan
5,4,Syracuse (2),17-1,699,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Syracuse
6,5,Louisville,16-2,633,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Louisville
7,6,Arizona,16-1,609,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Arizona
8,7,Florida,14-2,588,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Florida
9,8,Indiana,16-2,576,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Indiana
10,9,Butler,16-2,523,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Butler
11,10,Gonzaga,17-2,454,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Gonzaga
12,11,Michigan State,16-3,439,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Michigan State
13,12,Creighton,17-2,376,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Creighton
14,13,Kansas State,15-2,372,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Kansas State
15,14,Minnesota,15-3,343,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Minnesota
16,15,Ohio State,13-4,342,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Ohio State
17,16,VCU,16-3,305,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),VCU
18,17,New Mexico,16-2,304,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),New Mexico
19,18,NC State,15-3,234,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),NC State
20,19,Oregon,16-2,211,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Oregon
21,20,Cincinnati,16-3,179,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Cincinnati
22,21,Wichita State,17-2,145,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Wichita State
23,22,Missouri,13-4,130,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Missouri
24,23,Notre Dame,15-3,84,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Notre Dame
25,24,Ole Miss,15-2,69,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),Ole Miss
26,25,San Diego State,14-4,60,USA Today Coaches Poll,2012-13,12,2013 NCAA Men's Basketball Rankings -  Week 12 (Jan. 21),San Diego State
2,1,Michigan (51),19-1,1611,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Michigan
3,2,Kansas (13),18-1,1572,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Kansas
4,3,Indiana,18-2,1457,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Indiana
5,4,Florida (1),16-2,1420,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Florida
6,5,Duke,17-2,1328,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Duke
7,6,Syracuse,18-2,1322,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Syracuse
8,7,Gonzaga,19-2,1177,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Gonzaga
9,8,Arizona,17-2,1160,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Arizona
10,9,Butler,17-3,1023,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Butler
11,10,Oregon,18-2,969,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Oregon
12,11,Ohio State,15-4,945,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Ohio State
13,12,Louisville,16-4,905,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Louisville
14,13,Michigan State,17-4,897,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Michigan State
15,14,Miami,15-3,894,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Miami
16,15,Wichita State,19-2,621,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Wichita State
17,16,Ole Miss,17-2,473,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Ole Miss
18,17,Missouri,15-4,464,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Missouri
19,18,Kansas State,15-4,463,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Kansas State
20,19,NC State,16-4,431,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),NC State
21,20,New Mexico,17-3,333,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),New Mexico
22,21,Creighton,18-3,312,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Creighton
23,22,San Diego State,16-4,302,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),San Diego State
24,23,Minnesota,15-5,281,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Minnesota
25,24,Cincinnati,16-4,220,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Cincinnati
26,25,Marquette,14-4,216,AP Top 25,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Marquette
2,1,Kansas (16),18-1,760,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Kansas
3,2,Michigan (14),19-1,757,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Michigan
4,3,Indiana,18-2,686,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Indiana
5,4,Florida (1),16-2,685,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Florida
6,5,Duke,17-2,644,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Duke
7,6,Syracuse,18-2,624,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Syracuse
8,7,Gonzaga,19-2,580,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Gonzaga
9,8,Arizona,17-2,557,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Arizona
10,9,Michigan State,17-4,459,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Michigan State
11,10,Butler,17-3,447,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Butler
12,11,Ohio State,15-4,438,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Ohio State
13,12,Oregon,18-2,435,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Oregon
14,13,Louisville,16-4,422,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Louisville
15,14,Wichita State,19-2,340,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Wichita State
16,15,Miami,15-3,326,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Miami
17,16,Ole Miss,17-2,252,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Ole Miss
18,17,Creighton,18-3,249,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Creighton
19,18,Missouri,15-4,234,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Missouri
20,19,NC State,16-4,194,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),NC State
21,20,San Diego State,16-4,171,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),San Diego State
22,21,Kansas State,15-4,166,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Kansas State
23,22,New Mexico,17-3,159,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),New Mexico
24,23,Cincinnati,16-4,134,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Cincinnati
25,24,Minnesota,15-5,87,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Minnesota
26,25,Marquette,14-4,75,USA Today Coaches Poll,2012-13,13,2013 NCAA Men's Basketball Rankings -  Week 13 (Jan. 28),Marquette
2,1,Indiana (58),20-2,1615,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Indiana
3,2,Florida (7),18-2,1536,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Florida
4,3,Michigan,20-2,1490,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Michigan
5,4,Duke,19-2,1413,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Duke
6,5,Kansas,19-2,1350,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Kansas
7,6,Gonzaga,21-2,1249,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Gonzaga
8,7,Arizona,19-2,1248,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Arizona
9,8,Miami,17-3,1132,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Miami
10,9,Syracuse,18-3,1091,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Syracuse
11,10,Ohio State,17-4,1033,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Ohio State
12,11,Louisville,18-4,1018,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Louisville
13,12,Michigan State,18-4,994,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Michigan State
14,13,Kansas State,17-4,782,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Kansas State
15,14,Butler,18-4,774,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Butler
16,15,New Mexico,19-3,660,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),New Mexico
17,16,Creighton,20-3,578,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Creighton
18,17,Cincinnati,18-4,552,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Cincinnati
19,18,Minnesota,17-5,454,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Minnesota
20,19,Oregon,18-4,390,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Oregon
21,20,Georgetown,16-4,364,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Georgetown
22,21,Missouri,16-5,245,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Missouri
23,22,Oklahoma State,15-5,235,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Oklahoma State
24,23,Pittsburgh,18-5,207,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Pittsburgh
25,24,Marquette,15-5,137,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Marquette
26,25,Notre Dame,18-4,132,AP Top 25,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Notre Dame
2,1,Indiana (25),20-2,766,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Indiana
3,2,Florida (6),18-2,742,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Florida
4,3,Michigan,20-2,690,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Michigan
5,4,Duke,19-2,683,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Duke
6,5,Kansas,19-2,654,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Kansas
7,6,Gonzaga,21-2,614,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Gonzaga
8,7,Arizona,19-2,601,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Arizona
9,8,Michigan State,18-4,518,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Michigan State
10,9,Syracuse,18-3,514,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Syracuse
11,10,Ohio State,17-4,502,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Ohio State
12,11,Miami,17-3,485,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Miami
13,12,Louisville,18-4,470,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Louisville
14,13,Creighton,20-3,369,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Creighton
15,14,Butler,18-4,325,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Butler
16,15,Kansas State,17-4,314,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Kansas State
17,16,New Mexico,19-3,295,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),New Mexico
18,17,Cincinnati,18-4,265,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Cincinnati
19,18,Minnesota,17-5,194,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Minnesota
20,19,Oregon,18-4,179,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Oregon
21,20,Missouri,16-5,143,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Missouri
22,21,Georgetown,16-4,138,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Georgetown
23,22,Wichita State,19-4,83,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Wichita State
24,23,Ole Miss,17-4,69,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Ole Miss
25,24,Oklahoma State,15-5,57,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Oklahoma State
26,25,Pittsburgh,18-5,54,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),Pittsburgh
27,25,San Diego State,16-5,54,USA Today Coaches Poll,2012-13,14,2013 NCAA Men's Basketball Rankings -  Week 14 (Feb. 4),San Diego State
2,1,Indiana (26),21-3,1559,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Indiana
3,2,Duke (20),21-2,1515,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Duke
4,3,Miami (17),19-3,1499,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Miami
5,4,Michigan,21-3,1428,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Michigan
6,5,Gonzaga (2),23-2,1371,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Gonzaga
7,6,Syracuse,20-3,1293,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Syracuse
8,7,Florida,19-3,1286,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Florida
9,8,Michigan State,20-4,1178,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Michigan State
10,9,Arizona,20-3,1062,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Arizona
11,10,Kansas State,19-4,1012,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Kansas State
12,11,Butler,20-4,943,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Butler
13,12,Louisville,19-5,842,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Louisville
14,13,Ohio State,17-6,828,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Ohio State
15,14,Kansas,19-4,823,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Kansas
16,15,Georgetown,17-4,679,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Georgetown
17,16,Pittsburgh,20-5,591,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Pittsburgh
18,17,Oklahoma State,17-5,587,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Oklahoma State
19,18,Marquette,17-5,493,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Marquette
20,19,New Mexico,20-4,433,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),New Mexico
21,20,Wisconsin,17-7,305,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Wisconsin
22,21,Notre Dame,19-5,264,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Notre Dame
23,22,Memphis,20-3,193,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Memphis
24,23,Oregon,19-5,137,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Oregon
25,24,Colorado State,19-4,125,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Colorado State
26,25,Kentucky,17-6,87,AP Top 25,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Kentucky
2,1,Duke (18),21-2,744,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Duke
3,2,Indiana (6),21-3,717,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Indiana
4,3,Gonzaga (1),23-2,681,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Gonzaga
5,4,Miami (5),19-3,674,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Miami
6,5,Michigan (1),21-3,663,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Michigan
7,6,Florida,19-3,628,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Florida
8,7,Syracuse,20-3,608,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Syracuse
9,8,Michigan State,20-4,582,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Michigan State
10,9,Arizona,20-3,491,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Arizona
11,10,Butler,20-4,460,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Butler
12,11,Kansas State,19-4,455,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Kansas State
13,12,Louisville,19-5,393,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Louisville
14,13,Kansas,19-4,364,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Kansas
15,14,Ohio State,17-6,353,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Ohio State
16,15,Georgetown,17-4,329,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Georgetown
17,16,Oklahoma State,17-5,259,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Oklahoma State
18,17,Pittsburgh,20-5,246,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Pittsburgh
19,18,New Mexico,20-4,203,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),New Mexico
20,19,Wisconsin,17-7,150,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Wisconsin
21,20,Marquette,17-5,144,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Marquette
22,21,Notre Dame,19-5,140,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Notre Dame
23,22,San Diego State,18-5,120,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),San Diego State
24,23,Creighton,20-5,102,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Creighton
25,24,Colorado State,19-4,79,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Colorado State
26,25,Memphis,20-3,76,USA Today Coaches Poll,2012-13,15,2013 NCAA Men's Basketball Rankings -  Week 15 (Feb. 11),Memphis
2,1,Indiana (43),23-3,1597,AP Top 25,2012-13,16,2013 NCAA Men's Basketball Rankings -  Week 16 (Feb. 18),Indiana
3,2,Miami (20),21-3,1571,AP Top 25,2012-13,16,2013 NCAA Men's Basketball Rankings -  Week 16 (Feb. 18),Miami
4,3,Gonzaga (2),25-2,1428,AP Top 25,2012-13,16,2013 NCAA Men's Basketball Rankings -  Week 16 (Feb. 18),Gonzaga
5,4,Michigan State,22-4,1416,AP Top 25,2012-13,16,2013 NCAA Men's Basketball Rankings -  Week 16 (Feb. 18),Michigan State
6,5,Florida,21-3,1387,AP Top 25,2012-13,16,2013 NCAA Men's Basketball Rankings -  Week 16 (Feb. 18),Florida
